recordid,title,author,place,year,language,subject
19010078S01500,"Vindiciae medio-saxonicae, or, Tithes totally routed by Magna Charta","Wingfield, Augustus",London,1653,English,Finance Tithes
1.90E+13,An answer to the Iewish part of Mr Selden's History of tithes,"Nettles, Stephen",Oxford,1625,English,Finance Tithes (Jewish law)
19010078S01400,The Wiltshire-Petition for tythes explained,E. C.,London,1653,English,"Finance To the honourable the Parliament of the commonwealth of England. The humble petition of us gentlemen, free-holders, and other inhabitants in the county of Wilts"
1.90E+13,"The case fully and truly stated representing great frauds, committed in his most sacred Majesty's customs, in relation to the duty on pepper and tobacco, amounting to near 500,000 l. per. annum humbly offer'd to the wisdom and consideration of the right honourable the knights citizens and burgesses in Parliament assembled, by Robert Loggin gentleman, together with the said Loggins, petition thereon","Loggin, Robert",[n.p.],1719,English,Finance Tobacco
1.90E+13,"The loyal subject, or, a full and true representation of grand frauds, committed in his Majesties customs. Most humbly offer'd to their excellencies, the lords justices of Great Britain by Mr. Robert Loggin custom-house officer and Mr. John Rotherham","Loggin, Robert",London,1719,English,Finance Tobacco
1.90E+13,"The present management of the customs. Being a detection of grand frauds...to the value of above five hundred thousand pounds per annum, by the false entries of pepper and tobacco for exportation","Loggin, Robert",London,1720,English,Finance Tobacco
1.90E+13,... An ordinance ... for the regulating of the rates on the cvstomes and excise of tobacco,NULL,London,1644,English,Finance Tobacco
1.90E+13,An ordinance ... concerning the excise of tobacco,NULL,London,1643,English,Finance Tobacco
1.90E+13,"Reasons humbly offer'd to the honourable House of commons, by the tobacco and wine merchants, against payment of interest for the time past on their bonds at the custom-house, where the principal is paid",NULL,[London],1714,English,Finance Tobacco
1.90E+13,"The Case of the tobacco-merchants, who are become insolvent, and are bound to her Majesty for duties on tobacco; humbly represented to the consideration of the honourable House of commons",NULL,[n.p.],1714,English,Finance Tobacco
1.90E+13,"Reasons humbly offered, for not doubling the subsidy on tobacco from Virginia and Maryland, &c",undefined,[London],1720,English,Finance Tobacco
1.90E+13,"The Humble petition and remonstranc [!] of some hundreds of retaylers, who have sparkes of charity, and reason in them; And of country chap-men of the associated counties, and of thousands of poore people besides; for the restoring of farthing tokens; who are extreamely damnified, and are like to perish by the suppression of them",NULL,[London?],1644,English,Finance Tokens
1.90E+13,"A Remedie against the losse of the subject by farthingtokens: discovering the great abuses of them heretofore: and the prevention of the like hereafter: By making them of such a weight as may counter-vaile their worth in current coyne: and proposing a satisfactorie way for the exchange of those that are already dispersed abroad. With some usefull cautions touching the receipt of certaine forraigne coyne. Published for the good of the Commonwealth in generall, but more especially of the poorer sort",undefined,London,1644,English,Finance Tokens
1.90E+13,"An act for settling the subsidie of povndage, and granting a subsidie of tvnnage, and other sums of money unto his royal majesty, his heirs and successours: The same to be paid upon merchandizes imported and exported into, or out of the kingdom of Ireland, according to a book of rates hereunto annexed",NULL,Dvblin,1662,English,Finance Tonnage fees
1.90E+13,"Reasons for making a harbor or mould in Tor-bay, humbly submitted to the consideration of both houses of Parliament","Robinson, Arthur, gent.",[n.p.],1704,English,Finance Torbay (England)
1.90E+13,"Proposals for raising a fund of two thousand pounds per annum by an amicable contribution of four thousand persons, each paying 2 s. 6 d. per quarter, for insuring to the heirs, or executors of all and every one of the subscribers after their decease ... and intitling a certain number of the said society, who shall happen to fall to decay thro' adverse fortune in five years time after their subscribing, to an annuity of 10 pounds a year during their natural lives, and a room to live in rent-free","Povey, Charles",[London],1706,English,Finance Traders Exchange-House (London weather)
1.90E+13,"A proposal for a fund, humbly offer'd ... to encourage the bringing in of bullion and plate, according to his proposals for preventing of clipping, coining, &c","Slaney, Abel",[n.p.],1695,English,Finance Transportation
1.90E+13,"Three diatribes or discourses. First of travel, or a guide for travellers into forein parts. Secondly, of money or coyns. Thirdly, of measuring of the distance betwixt place and place","Leigh, Edward",London,1671,English,Finance Travel
1.90E+13,"A Scheme for circulating 1,600,000 l. in Exchequer bills by the members of the bank: but separate from the Bank in their politick capacity",undefined,[London],1711,English,Finance Treasury bills
1.90E+13,"To the right honourable knights, citizens and burgesses of Great Britain, in Parliament assembled. The humble proposal of John Williams, gent. for making exchequer bills free from discompt","Williams, John, gent.",[n.p.],1711,English,Finance Treasury bills
1.90E+13,"A farewel-sermon preached to the United parishes of St. Mary Woolnoth, & St. Mary Woolchurch-Haw in Lombard-Street","Jones, David",London,1692,English,Finance Truth
1.90E+13,"Reasons humbly offered to the honourable House of commons, on the behalf of the subscribers to a joint stock, for the undertaking and furnishing of funerals to any part of England",undefined,[n.p.],1720,English,Finance Undertakers and undertaking
1.90E+13,"Proposals for raising a loan of 260000 l. yearly for the use of the publick, humbly offered to the consideration of both houses of Parliament, by the director, trustees, managers, and subscribers of the United Society, on births, marriages, and servants, kept at the White-Lion without Temple-bar",NULL,[n.p.],1711,English,"Finance United Society on Births, Marriages, and Servants (London, England)"
1.90E+13,"A declaration ... concerning the estates, rents, and revenues, belonging to all the colledges and halls, of the University of Cambridge. Die Sabbathi, 6. Januarii, 1643",NULL,London,1643,English,Finance University of Cambridge
1.90E+13,"A declaration of the Lords and Commons assembled in Parliament, concerning the estates, rents, and revenues, belonging to all the colledges and halls, of the University of Cambridge",NULL,London,1643,English,Finance University of Cambridge
1.90E+13,"Remarks upon a paper intituled Grievances, with respect to the revenue, of the University of Glasgow offered to the honourable commission","Stirling, John, principal of Glasgow University",[n.p.],1717,English,Finance University of Glasgow
1.90E+13,"Reasons for amending the clause for a drawback to be allow'd to the universities, &c",undefined,[n.p.],1712,English,Finance University presses
1.90E+13,"Brief observations concerning trade, and interest of money","Child, Josiah, Sir",London,1668,English,Finance Usury
1.90E+13,A short appendix to a late treatise concerning abatement of usury,"Culpeper, Thomas, Sir",London,1668,English,Finance Usury
1.90E+13,"A tract against the high rate ofusurie: presented to the high court of Parliament, anno domini 1623. In which the use for money was brought downe from ten to eight in the hundred: And now recommended to the presse this third time with some additions, by the same authour","Culpeper, Thomas, Sir",London,1641,English,Finance Usury
