name, birth_loc, pocc, marriage, lastname
Williams George ,,,,George
Luard John , St Bartholomew Royal Exchange London,,,John
Morgan Michael,,,,Michael
Kirkland Nugent,,,,Nugent
Fearon James Peter , London,,,James
Gamier William , Dominica West Indies,,,William
Hunt William Henry , Barnstaple Devon,,,William
Hunter James,,,,James
Parry Frederick,,,,Frederick
Scrivener James Castle , Clapham Surrey 5th,esq,,James
Sinclair St George ,Ireland,,,St
Dee Charles,,,,Charles
Fitzgerald Thomas,,,,Thomas
Littledale Joseph ,,,,Joseph
Lorrain Alexander ,,,,Alexander
Coaker Thomas,,,,Thomas
House Joseph,,,,Joseph
Luellis Hugh,,,,Hugh
Bignoll William,,,,William
Raynes John Thomas , St Marylebone London,,,John
Dorrill or Dorrell John,,,,or
Burton William,,,,William
Jeffreys J P,,,,J
Wallinger Joseph ,,,,Joseph
Patterson Benjamin,,,,Benjamin
Oliphant William,,,,William
Fenn Charles,,,,Charles
Envil William,,,,William
Wigzell Thomas,,,,Thomas
Barford John,,,,John
Marshall James,,,,James
Ambrose John Falkner,England,,,John
Creswell Jacob,,,,Jacob
Jordan David ,England,,,David
Jacks Alexander,,,,Alexander
Murray Alexander , Forecross in Chancry Inverness,,,Alexander
Vevers Richard William,,,,Richard
Boyce Edward ,England,,,Edward
Barker Edward,,,,Edward
Best Henry,,,,Henry
Cox _?_,,,,_?_
Reid Thomas G,,,,Thomas
Harrison Charles,,,,Charles
Salmon Frederick,,,,Frederick
Wells Peter,,,,Peter
Brooks James,England,,,James
Bland Barnaby,,,,Barnaby
Newman George Caswall,,,,George
Davis Walter,,,,Walter
Dixon William,,,,William
Dyer Thomas,,,,Thomas
Bland Edward,,,,Edward
Pitman or Pittman John , Killmatree co Wexford,,,or
Wilcocks Francis,England,,,Francis
Everard John,,,,John
Allen David,,,,David
Shapeleigh John,,,,John
Mahon James , St Anne's pa Dublin,,,James
Bryant James,,,,James
Michell orMitchell Gilbert , West Teignmouth Devon,,,orMitchell
McCallum Peter,,,,Peter
Sandon Thomas , Addlesborough Bucks,,,Thomas
Smith M F,,,,M
Cooper George,,,,George
Pembethy Charles,,,,Charles
Kenner John,,,,John
Warre Henry ,,,,Henry
Walters Thomas Swan , Tythegstone Glamorgan,,,Thomas
Woolmore John , St Mary's Whitechapcl London,,,John
Cooke William ,,,,William
Bearsley Peter,,,,Peter
Clark Robert , Kirkcudbright,surgeon,,Robert
Richards Charles William,,,,Charles
Wheatle Robert ,,,,Robert
Masters Joseph,,,,Joseph
Patterson Charles,,,,Charles
Peacock Nathaniel ,,,,Nathaniel
Streeton Friend ,,,,Friend
Nairne Fasham ,,,,Fasham
Milne David ,,,,David
Bell Peter,,,,Peter
Nivers William ,,,,William
Tuton William,,,,William
Harrington Jeremiah ,,,,Jeremiah
Schutz Richard,,,,Richard
Qurfelt Charles,,,,Charles
Wilson Christopher,,,,Christopher
Newdick Shirley , Cheshunt Herts ,esq,,Shirley
Simons Nicholas,,,,Nicholas
Lowden Robert,,,,Robert
Taylor William Perceval , St Leonard's Hythe Kent,,,William
Ogilvie Peter,,,,Peter
Ure George ,,,,George
Grant Frederick C,,,,Frederick
Simmons George ,,,,George
Watling Arthur Capon , Sotterley Suffolk,,,Arthur
Lang William,,,,William
Lind Charles , Folkestone Kent,,,Charles
Bodle William,,,,William
Pearce Edward,,,,Edward
Fekart George,,,,George
Bell William Gillison,,,,William
Simmonds Bartholomew,,,,Bartholomew
Harrold William ,,,,William
Giles George,,,,George
Steel Robert George,,,,Robert
Goodfellow John ,,,,John
Johnstone John,,,,John
Dove Hugh ,,,,Hugh
Pearce John,,,,John
Stewart R,,,,R
Will George,,,,George
Glegg James,,,,James
Munbee Meleager ,England,,,Meleager
Trayner Henry,,,,Henry
Cuthbertson Robert John,England,,,Robert
Heath Thomas,,,,Thomas
Mackenzie Adam ,Scotland,,,Adam
Jackson Thomas,,,,Thomas
Martin Adam ,,,,Adam
Bracken Isaac ,,,,Isaac
Cockburn William,,,,William
Tebutt Charles,England,,,Charles
Lyon Boswell,,,,Boswell
Faulkner John,,,,John
Rind William,,,,William
Baraett James,,,,James
Roche Harper,,,,Harper
Williamson George,,,,George
Simpson T B,,,,T
Galloway _?_,,,,_?_
Doveton Frederick ,,,,Frederick
Vausser John,,,,John
Atkinson James,,,,James
Dethick Thomas ,,,m Elizabeth,Thomas
Williamson Joseph,,,,Joseph
Plumb Samuel,,,,Samuel
Ferguson Thomas ,,,,Thomas
Warren Rupert,,,,Rupert
Stewart George ,Scotland,,,George
Randolph _?_,,,,_?_
Coates Anthony , Binnington Willerby Yorks,farmer,,Anthony
Gallon John jun,,,,John
Wingfield Richard,,,,Richard
Kent Thomas , Wolverhampton Staffs,,,Thomas
Hall William ,,,,William
Rice Henry ,,,,Henry
Davies John,,,,John
Rhodes William,,,,William
Woodman Thomas,,,,Thomas
Baskett Roger , Pocklington Yorks,,,Roger
Stedman Robert , Pakenham Suffolk,,,Robert
Evans Thomas ,,,,Thomas
Welstead George , St Mary Whitechapel London,,,George
Williams William,,,,William
Fleming Arthur,,,,Arthur
Ludiman John,,,,John
Reeve Gabriel,,,,Gabriel
Camden Samuel,,,,Samuel
Compton Thomas,,,,Thomas
Dow Archibald,,,,Archibald
Lewis _?_,,,,_?_
Byde Thomas,,,,Thomas
Holland John ,,,,John
Winter Edward,,,,Edward
Shedden William ,,,,William
Isham Thomas,,,,Thomas
Blumhardt Charles,,,,Charles
Pearce Richard , Melcombe Regis Dorset,,,Richard
Diddup Thomas,,,,Thomas
Russell George,,,,George
Beale Thomas ,,,,Thomas
Hawkins G,,,,G
Fea Peter ,,,,Peter
Miller Henry ,,,,Henry
Reed John ,,,,John
Sampson John Brook , St Andrew's Undershaft London,,,John
Spencer John,,,,John
D'Oyley Edward,,,,Edward
Archer Timothy,,,,Timothy
Curling Randall B,,,,Randall
Stone John,,,,John
Fendall William,,,,William
Jellard George,,,,George
Templeton John , St Mary's pa Dublin,,,John
Thomson William ,,,,William
Buxton John ,,,,John
Eccles Martin,,,,Martin
Gilbert George Henry Samuel , Diss Norfolk,,,George
Fisher Benjamin,,,,Benjamin
Godfrey Thomas G,,,,Thomas
Cholmondeley Henry ,,,,Henry
Couchman Jarvis,,,,Jarvis
Hearne Thomas William,,,,Thomas
Clothier Thomas ,,,,Thomas
Butler Charles Robert,,,,Charles
Smyth Francis,,,,Francis
Atchison Arthur,,,,Arthur
Hall John,,,,John
Grafton William,,,,William
Asquith David,,,,David
Gow Robert,,,,Robert
Mclnryre Colin,,,,Colin
Bontein John,,,,John
Low Alexander S,,,,Alexander
Bellasis William,,,,William
Corbyn Joseph,,,,Joseph
Burch John,,,,John
Peterson Matthew,,,,Matthew
Mashbone John,,,,John
Trevitte James,,,,James
Thomson John,,,,John
Hannay William,,,,William
Cole John Richard,,,,John
Cheeseborough John ,,,,John
Sims Andrew,,,,Andrew
March Thomas,,,,Thomas
Mead Thomas ,,,,Thomas
Barker William,,,,William
Chippendale Henry,England,,,Henry
Freeman Rowland,,,,Rowland
Mundy William , Speen Berks,,,William
Budd John P,,,,John
Potter James,,,,James
Walker John , East Rasen Lincs,,,John
Neilson James ,,,,James
Jacks Charles,,,,Charles
Gosnoll George,,,,George
Toussaint Edward , St James' Piccadilly London,,,Edward
Turner Benjamin,,,,Benjamin
Smith Dennis,,,,Dennis
Taswell George,,,,George
Swan James , Kinnoule,,,James
Lawrence or Laurence Ambrose ,,,,or
Miller Thomas,,,,Thomas
Ewins John,,,,John
Moore Lister ,England,,,Lister
Mackie Robert,,,,Robert
Mylne Thomas , Monifieth Angus,,,Thomas
Lanson Alexander,,,,Alexander
Lewis Godfrey ,Whales,,,Godfrey
Doveton Richard,,,,Richard
Tibbett Richard ,,,,Richard
Testard Anthony,,,,Anthony
Grosvenor John,,,,John
Pinkerton William,,,,William
Efford Edmund,,,,Edmund
Napier John,,,,John
Baynes William, Stowmarket Suffolk,,,William
Goffe John,,,,John
Woodward John Martin , Ipswich,,,John
Hambley William,,,,William
Nind Philip,,,,Philip
Moreton Charles Arnold , St Marylebone London,esq,,Charles
Barnard Robert ,,,,Robert
Gaze George,,,,George
Miller Robert,,,,Robert
Cotterell John,,,,John
Beveridge James,,,,James
Bird Robert Smith,,,,Robert
Horsley Matthew Coates,,,,Matthew
Caulfield James , Fort George Inverness,,,James
Vincent John , Cheshunt Herts,esq,,John
Mackenzie J,,,,J
Craigie John,,,,John
Moncrieff Lewis William,,,,Lewis
Barnard Thomas , St Clement's Ipswich,,,Thomas
Chissell James,,,,James
Swares Domingo,,,,Domingo
Perriman James,,,,James
De Cardonnel Alexander Hilton , Tynemouth,esq,,Cardonnel
Heald Timothy,,,,Timothy
Edwards Robert ,,,,Robert
Patterson Robert, Carnus co Tyrone,,,Robert
Louth Matthew,,,,Matthew
Slade James ,,,,James
Manley Thomas,,,,Thomas
Gardner Fynas ,,,,Fynas
Lidderdale William , Hungerford Berks,,,William
Edmondstone Thomas ,,,,Thomas
Hasker William,,,,William
Michell Gilbert,,,,Gilbert
Hurley John,,,,John
Ward Henry Norcott,,,,Henry
Leith Alexander,,,,Alexander
Harrison Samuel,,,,Samuel
Sims Peter ,,,,Peter
Davidson George ,,,,George
Forbes John ,,,,John
Gordon Charles dunes , St Andrew's pa Edinburgh,esq,,Charles
Cave John ,,,,John
Miller WH,,,,WH
Best Thomas Cadogan Byam ,,,,Thomas
Hawkes Thomas, co Durham,,,Thomas
Winter Nehemiah jun,,,,Nehemiah
Richards William,,,,William
Williams William ,,,,William
Rivett James ,,,,James
Carruthers John,,,,John
Greig Andrew,,,,Andrew
Talcott Samuel ,,,,Samuel
Fawcett Henry,,,,Henry
Hedger Francis , St George the Martyr Southwark,,,Francis
Christian Charles,,,,Charles
Swan William,,,,William
Bratton Simon,,,,Simon
Parton John,,,,John
Barnes George,,,,George
James Thomas,,,,Thomas
Brown Robert ,Ireland,,,Robert
Slater John Winter ,,,,John
Gutheridge William,,,,William
Thacker John,England,,,John
Sherriff Adam,,,,Adam
Fernell William,,,,William
Roberts Edward,,,,Edward
Hassell John,,,,John
Blackwood John ,,,,John
Cope Joseph Luxo , Blofield Norfolk,,,Joseph
Masius John Gustavus , St Botolph Aldersgate London,,,John
Randall Joseph,,,,Joseph
Prince Daniel,,,,Daniel
Hammond Thomas ,,,,Thomas
Hart Henry Edward , Kensington London,,,Henry
French William,,,,William
Jackson James , Houghton_le_Spring co Durham,,,James
Shannon John,,,,John
Ross John , Inch Galloway,,,John
Hayland William , Dumfries,,m 24 Nov 1819 Gretna Green= Frances Eliza Reeve= of Exeter William Charles bap 21 Jan 1822 Frances Helen bap 16 Apr 1822 Henry Thomas bap 23 Jul 1825 George b ll Feb l827 David b 9 Apr 1829 Charles John b 21 Aug 1831 Douglas b 7 Dec 1832,William
Parfitt James ,,,,James
FitzGeorge John,,,,John
Burton Thomas,,,,Thomas
Wintle Frederick Boughton ,,,,Frederick
Clunies Joseph,,,,Joseph
Le Blanc Charles , Cavenham Suffolk,,,Blanc
Wilson Somerville,,,,Somerville
Brannock Thomas,,,,Thomas
Mead George ,,,,George
Weir Mungo,,,,Mungo
Harrison Samuel B,,,,Samuel
Ramsay James ,,,,James
Berriman Edward,,,,Edward
Rand Alfred,,,,Alfred
Lindsey Andrew,,,,Andrew
Nicoll Sutherland,,,,Sutherland
Vickers Edward,,,,Edward
Howman Matthew,,,,Matthew
Jackson Andrew,,,,Andrew
Brice James,,,,James
Payne Samuel ,,,,Samuel
Weymouth George,,,,George
Coghlan Robert ,England,,,Robert
Ledger Edward,,,,Edward
Watson John ,,,,John
Brigier Philip,,,,Philip
Hamilton George , Oban,comptroller of customs,,George
Horn James,,,,James
Pitcairn James,,,,James
Wingfield William,,,,William
Moffat James ,,,,James
Wilkins David ,,,,David
Thaxton William ,,,,William
Seagrave James,,,,James
Wardlaw Robert , Kilconquhar East Fife,capt,,Robert
Curin Thomas,,,,Thomas
Corbyn Frederick,,,,Frederick
Hall Daniel,,,,Daniel
Herbert John,,,,John
Hutchinson Thomas Poole , West Kirk pa Edinburgh,doctor,,Thomas
Hays John,,,,John
Cope William Myott ,,,,William
Bross Thomas,,,,Thomas
Samback Richard,,,,Richard
Worster William, Long Buckley,,,William
Madden Robert,,,,Robert
Macintosh Robert,,,,Robert
Payne John ,,,,John
Fall Philip Carteret , Tring Herts,,,Philip
Reed Charles , Bridgewater Somerset,mercer,,Charles
Dawes Abraham,,,,Abraham
Hicks Thomas,,,,Thomas
Govey Robert G,,,,Robert
Small Daniel,,,,Daniel
Bowman Michael,,,,Michael
Fletcher John,,,,John
Hodgkins William,,,,William
Holland James,,,,James
Bowden John ,,,,John
Spencer Nicholas ,,,,Nicholas
Bettson George , Kidding Norfolk,,,George
Watts Daniel,,,,Daniel
Raines Thomas,,,,Thomas
Scallan James M,,,,James
Stace Joseph,,,,Joseph
Mayne William ,Ireland,,,William
Ross George James,,,,George
Foreman John,,,,John
Cumming John,,,,John
Skarrow Thomas ,,,,Thomas
Watkins Thomas,,,,Thomas
Haldane John , Auchterarder Perthshire,,,John
Seveine John,,,,John
Merrill William,,,,William
Monk Richard,,,,Richard
Emmerson John ,,,,John
Stroud Thomas,,,,Thomas
Stevens Daniel,,,,Daniel
Smith John Davidson,,,,John
Fletcher George ,,,,George
McCulloch James , Anworth Kirkcudbright,,,James
Orson E F,,,,E
Pilgrim JohnBemister , Christchurch Hants,,m Elizabeth Sarah Druitt 25 Oct 1804= Christchurch= Hants,JohnBemister
Elford James,,,,James
Dunbar James ,,,,James
Stokoe Thomas Nelson,,,,Thomas
Douglas John,,,,John
Butler Charles , Gamston Notts,,,Charles
Keble Page,,,,Page
Elliott Robert,,,,Robert
Finder JK ,,,,JK
Haslure Thomas ,,,,Thomas
Gover John,,,,John
Ridley Ralph,,,,Ralph
Tozer Aaron,,,,Aaron
Loader Jacob,,,,Jacob
Grant Edward Finlayson , Canongate Edinburgh,writer,,Edward
Dingley Robert,,,,Robert
Grosvenor Sherrington,,,,Sherrington
Dawson Robert , St Lawrence Pountney London,,,Robert
Annesley James,,,,James
Innes John,,,,John
Toppin John,,,,John
Forster Richard,,,,Richard
Ashman Thomas,,,,Thomas
Wise William ,,,,William
Lyth Samuel ,,,,Samuel
Kenit William,,,,William
Gilbert Edward,,,,Edward
Granger Edward George,,,,Edward
Moss Edward,,,,Edward
Fea Thomas George,,,,Thomas
Girling Edmund,,,,Edmund
Handley Charles Peter , St Andrew's Holborn London,,,Charles
Arden Henry Lockwood,,,,Henry
Moore George,,,,George
Suckley John,,,,John
Draper James,,,,James
Lytton George,,,,George
Mortimer Caleb , St Giles_in_the_Fields London,,,Caleb
Clayton Henry,,,,Henry
Gostling John,,,,John
Biddlecomb John ,England,,,John
Kennon William,,,,William
Carter Thomas , St Saviour's Southwark London,attorney,,Thomas
Howe William,,,,William
Hurleston Nicholas,,,,Nicholas
Thompson Douglas , St Mary's Rotherhithe London,,,Douglas
Ellis Owen , Nutfield Surrey,,,Owen
Mason James,,,,James
Stuart Alexander,,,,Alexander
Sherbrook Thomas,,,,Thomas
Harmor Carington,,,,Carington
Sparre Andrew K,,,,Andrew
Tweedy William , Thirsk,roper,,William
Laurie or Lawrie Henry,,,,or
Moore Thomas William , St Marylebone London,,,Thomas
Burns David,,,,David
Wood John,,,,John
Trevor John,,,,John
Rickards Thomas , Fenchurch St London,,,Thomas
Timins or Timmins George , Lowestoft Suffolk,,,or
Wright Thomas James , England,,,Thomas
Hinde Thomas,,,,Thomas
Hardy Hugh,,,,Hugh
Hardware Rowland,,,,Rowland
Horsman John Dalrymple , Madras,,,John
Willson James,,,,James
Cunningham Charles ,,,,Charles
Thomas Robert,,,,Robert
Seton Alexander,,,,Alexander
Allen William Mount,,,,William
May Alexander,,,,Alexander
Bonfoy John,,,,John
Annis Andrew,,,,Andrew
Baxter Jeremy,,,,Jeremy
Betham George , Shadbrook Suffolk,rev,,George
Montgomery James jun ,,,,James
Head Thomas,,,,Thomas
Walker Walter,,,,Walter
Glynn Richard , Kingston Devon,,,Richard
Gamage Edward ,,,,Edward
Maitch Thomas,,,,Thomas
Curling Edward,,,,Edward
Johnston James ,,,,James
Head John,,,,John
Brechin Alexander,,,,Alexander
Churchill Richard,,,,Richard
White John jun ,,,,John
Whiteman John Clarmont , St Mary Abbotts Kensington,,,John
Sheerson Thomas,,,,Thomas
Cole William ,,,,William
Pearson Richard Harrison , St Lawrence Appleby Westmorland,Lt RN,,Richard
Maynard William,,,,William
Richardson George Baker , St Marylebone London,merchant,,George
Eggleston C,,,,C
Rowcroft William T,,,,William
Hensbergh Lelio,,,,Lelio
Stout Benjamin,,,,Benjamin
Philps John,,,,John
Greenwood James ,,,,James
Tyrer Ebenezer , St John's Clerkenwell London,,,Ebenezer
Torr Thomas,,,,Thomas
Frane John ,,,,John
Limm John,,,,John
Wheatall John,,,,John
Ward Thomas ,,,,Thomas
Tripas Caleb ,England,,,Caleb
Alderson Thomas,,,,Thomas
Petley Lewkenor,,,,Lewkenor
Collins Ferdinando,,,,Ferdinando
Gordon James ,,,,James
Hollis George,,,,George
Otter Christopher,,,,Christopher
Dobbins John,,,,John
Baker George,,,,George
Thompson Daniel ,,,,Daniel
Blanshard Henry,,,,Henry
Hodson John,,,,John
Maule Charles,,,,Charles
Mclntyre John,,,,John
Henderson Thomas,,,,Thomas
Binsay Nicholas,,,,Nicholas
Houlbrook John,,,,John
Brewer John,,,,John
Gwillym Robert,,,,Robert
Rust Thomas Bennett , Cromer Norfolk,,,Thomas
Hammond Alexander,,,,Alexander
Munn Charles , Kilfinan Argyll,,m Elizabeth. Charles bap 10 Aug 1799 Sophia Anne bap 20 Oct 1801,Charles
Ellis John Uley,,,,John
Walker James , Scotland,esq,,James
Halpen Frederick Horatio , Dublin,,m 12 Nov 1830 Clontarf= Dublin= Caroline Stamer Frederick Yates b 28 Apr 1833,Frederick
Trevor William Morgan ,,,,William
Bradby Daniel,,,,Daniel
Seward John L,,,,John
Blanshard Richard ,England,,,Richard
Wilkins William,,,,William
Cannon Joseph ,Ireland,,,Joseph
May William,,,,William
Pebworth William,,,,William
Bailey George ,St George's Hanover Sq London,,,George
Olyffe John ,,,,John
Turnbull George,,,,George
Dixon George,,,,George
Wood Essex Henry,,,,Essex
Allchin Thomas,,,m 20 Jun 1826 St Luke's= Chelsea= Harriet Maltravers Harriet Georgina b 5 Nov 1831,Thomas
Gray Robert,,,,Robert
Day Thomas Peter , St Mary's Nottingham,,,Thomas
Onslow Edmund , Ripley Surrey,rev,,Edmund
Drake Richard , Barnstaple Devon,,,Richard
Traherne Christopher , Llantrissant Glamorgan,,,Christopher
Dawkes Thomas,,,,Thomas
Greaves Andrew,,,,Andrew
Decker Abraham,,,,Abraham
Denham Robert,,,,Robert
Yerbury William,,,,William
Craig John , Lithgow Midlothian,,,John
Mackay William,,,,William
Ingram John,,,,John
Groves Samuel,,,,Samuel
Collett Thomas,,,,Thomas
Scrimgeour John, Perth,,,John
Rouse Thomas Bales,,,,Thomas
Grant Peter , St Cuthbert's pa Edinburgh,junior writer,,Peter
Oxlade Robert [Richard?],,,,Robert
Desormeaux James , Protestant Congregation White Row Spitalfields London,dyer,,James
Speke Edward,,,,Edward
Brett William ,,,,William
Wade John,,,,John
Mure Basil William , Scotland,,,Basil
Crowe John,,,,John
Armstrong James,,,,James
Hodges James,,,,James
King Richard ,,,,Richard
Boucaut Thomas , Guernsey,,,Thomas
Mercer George,,,,George
Gibb Thomas Augustus,,,,Thomas
Mair John Hunter,,,,John
Otley Edmund ,,,,Edmund
Crout Robert ,,,,Robert
Mitchelson Andrew,,,,Andrew
Davidson P M,,,,P
Hyet _?_ ,,,,_?_
Ross Samuel,,,,Samuel
Claphamson Francis,,,,Francis
Baskerville Percival,,,,Percival
Key David,,,,David
Ogilvie James ,,,,James
Perrott Eleazer,,,,Eleazer
Burt Patrick ,Ireland,,,Patrick
Forrest Thames,,,,Thames
Anningson Bushell , Waltham Lines,,,Bushell
Jennes John,,,,John
Smith Joazen,,,,Joazen
Merrill Thomas,,,,Thomas
Wilson George ,,,,George
Carter Robert,,,,Robert
Guthrie James,,,,James
Newnam Isaac,,,,Isaac
Elliot Adam , Wilton Roxburgshire,schoolmaster,,Adam
Griffin John,,,,John
Reiss George ,,,,George
Morris Francis Anthony , St Margaret's Westminster,,,Francis
Haynes Richard,,,,Richard
Short John , Barnstaple Devon,,,John
Baillie E,,,,E
Kirkpatrick George,,,,George
Brayne James,,,,James
Swanley William,,,,William
Learmouth Charles,,,,Charles
Bruce James,,,,James
Boultbee Felix , St Michael Bassitshaw London,,,Felix
Bowyer Peter,,,,Peter
Griffin John ,,,,John
Livesay J B,,,,J
Becher Henry , Wokingham Berks,,,Henry
Bennett Hugh,,,,Hugh
Brown Christopher ,,,,Christopher
Underwood Thomas ,,,,Thomas
Hardy Richard Oakes,,,,Richard
Foss Thomas Evance , England,,,Thomas
Coburn William,,,,William
Coultas John,,,,John
Ridges Josiah ,,,,Josiah
Pinnell William,,,,William
Christopherson John,,,,John
Bendall Hopefor,,,,Hopefor
Haviside or Heaviside William , Stokesley Yorks,gent,,or
Barwell James,,,,James
Fisher James , Ampney Crucis Glos,,,James
Rowlands Evan,,,,Evan
Sparrow Jackson, Teddington Middx,,,Jackson
Montgomerie Hugh,,,,Hugh
Ballantyne Alexander,,,,Alexander
Pennicot William,,,,William
Malbon Nehemiah ,England,,,Nehemiah
Firmin Philip Douglas,,,,Philip
Mapledore John,,,,John
Parker William ,,,,William
Kippen James,,,,James
Williamson Richard ,,,,Richard
Keble Page ,,,,Page
Jolliffe George , Shorwell Isle of Wight,,,George
Cookman John,,,,John
Thomson Henry,,,,Henry
Harris Christopher,,,,Christopher
Rogers Simon,,,,Simon
Britton Meadows,,,,Meadows
Friend John,,,,John
Wordsworth John Forth , St Nicholas Harwich Essex,,,John
Hallan James,,,,James
Lounds Henry,,,,Henry
Allan or Allen William , St Leonard's Shoreditch London,,,or
Key George Barry,,,,George
Gray Arthur ,Scotland,,,Arthur
Blackmore John,,,,John
Orr John Dunsmure , Edinburgh,writer,,John
Findlay James,,,,James
Cochrane Hon John ,,,,Hon
Wells William , England,,,William
Evans George ,England,,,George
Nicol James ,,,,James
Jackson Isaac,,,,Isaac
Conry Patrick,,,,Patrick
Booth Samuel,,,,Samuel
Clarkson Charles , England,,,Charles
Fisher Edward,,,,Edward
De Carteret Riviere,,,,Carteret
Lloyd Matthew,,,,Matthew
Walker William , Edinburgh,,,William
Desailly Francis,,,,Francis
Simpson Andrew,,,,Andrew
Baker Henry,,,,Henry
Beavis Samuel ,,,,Samuel
Holbrow Thomas , England,,,Thomas
